contrato_id;fecha_desembolso;tipo_contrato;tipo_credito;motivo_prestamo;canal_originacion;zona;tipo_inmueble;valor_inmueble_soles;vive_en_inmueble;loan_amount_soles;ltv;plazo_meses;tasa_tea_ofertada;descuento_negociacion_pp;tasa_tea_final;cuota_mensual_soles;ratio_cuota_ingreso;edad;genero;estado_civil;sector_laboral;antiguedad_laboral_anios;ingreso_neto_mensual;score_crediticio;numero_cuentas_activas;deuda_total_sistema_soles;ratio_deuda_ingreso;numero_dependientes;tiene_garantia_adicional;fecha_cancelacion;motivo_cancelacion;duracion_efectiva_meses;meses_transcurridos;max_dias_atraso;meses_con_atraso;par60;estado_credito;prepago;refinanciado;atraso_m001;atraso_m002;atraso_m003;atraso_m004;atraso_m005;atraso_m006;atraso_m007;atraso_m008;atraso_m009;atraso_m010;atraso_m011;atraso_m012;atraso_m013;atraso_m014;atraso_m015;atraso_m016;atraso_m017;atraso_m018;atraso_m019;atraso_m020;atraso_m021;atraso_m022;atraso_m023;atraso_m024;atraso_m025;atraso_m026;atraso_m027;atraso_m028;atraso_m029;atraso_m030;atraso_m031;atraso_m032;atraso_m033;atraso_m034;atraso_m035;atraso_m036;atraso_m037;atraso_m038;atraso_m039;atraso_m040;atraso_m041;atraso_m042;atraso_m043;atraso_m044;atraso_m045;atraso_m046;atraso_m047;atraso_m048;atraso_m049;atraso_m050;atraso_m051;atraso_m052;atraso_m053;atraso_m054;atraso_m055;atraso_m056;atraso_m057;atraso_m058;atraso_m059;atraso_m060;atraso_m061;atraso_m062;atraso_m063;atraso_m064;atraso_m065;atraso_m066;atraso_m067;atraso_m068;atraso_m069;atraso_m070;atraso_m071;atraso_m072;atraso_m073;atraso_m074;atraso_m075;atraso_m076;atraso_m077;atraso_m078;atraso_m079;atraso_m080;atraso_m081;atraso_m082;atraso_m083;atraso_m084;atraso_m085;atraso_m086;atraso_m087;atraso_m088;atraso_m089;atraso_m090;atraso_m091;atraso_m092;atraso_m093;atraso_m094;atraso_m095;atraso_m096;atraso_m097;atraso_m098;atraso_m099;atraso_m100;atraso_m101;atraso_m102;atraso_m103;atraso_m104;atraso_m105;atraso_m106;atraso_m107;atraso_m108;atraso_m109;atraso_m110;atraso_m111;atraso_m112;atraso_m113;atraso_m114;atraso_m115;atraso_m116;atraso_m117;atraso_m118;atraso_m119;atraso_m120
PGH-00684;13/03/2019;cuota mixta;RYA;Adquisición de activos;Presencial;Callao;Departamento;255384;0;62000;0.2443;36;11.04;0;11.04;2030.98;0.384;41;F;Divorciado/a;Dependiente público;4.9;5288.67;643;7;70401.57;1.1093;1;0;25/02/2022;Cumplimiento de plazo;36;36;60;9;0;Atraso moderado;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;51;51;42;28;17;17;4;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-00685;13/03/2019;cuota fija;RYA;Adquisición de activos;Presencial;Arequipa;Oficina;377304;1;274000;0.7271;84;13.52;0;13.52;5062.38;2.8966;43;M;Conviviente;Independiente formal;22.9;1747.67;697;6;23082.77;1.1006;2;0;;;64.5;64;10;5;0;Atraso leve;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;10;0;0;0;0;0;0;0;0;10;9;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-00686;15/03/2019;cuota mixta;NOR;Adquisición de activos;Digital;Lima Este;Casa;290104;1;46000;0.157;96;8.93;0;8.93;672.24;0.2134;32;M;Casado/a;Independiente informal;19.1;3149.9;764;5;12014.42;0.3179;1;0;;;64.5;64;30;9;0;Atraso leve;0;0;0;30;24;9;0;0;0;0;0;0;0;30;19;19;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-00687;15/03/2019;cuota fija;NOR;Construcción/Remodelación;Digital;Arequipa;Departamento;728662;1;553000;0.7594;108;14.97;0;14.97;9349.28;1.6603;45;M;Soltero/a;Dependiente público;9.1;5631.02;658;8;108556.73;1.6065;4;0;;;64.5;64;10;8;0;Atraso leve;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;5;3;1;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-00688;15/03/2019;cuota mixta;RYA;Construcción/Remodelación;Digital;Lima Este;Departamento;421240;0;256000;0.6074;36;13.48;0.25;13.23;8654.04;8.0112;30;M;Casado/a;Independiente formal;17.8;1080.24;639;2;23044.12;1.7777;0;0;27/02/2022;Cumplimiento de plazo;36;36;60;10;0;Atraso moderado;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;47;47;33;31;20;20;12;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-00689;16/03/2019;cuota puente;NOR;Consolidación de deudas;Presencial;Lima Norte;Departamento;696514;0;537000;0.7712;60;16.35;0.25;16.1;13087.35;2.7569;35;M;Conviviente;Empresario;23.1;4747.04;566;5;109286.48;1.9185;0;1;8/07/2020;Refinanciamiento interno;16;60;90;32;0.0667;Atraso severo;0;1;0;30;21;13;0;0;0;1;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;10;0;1;5;0;0;0;0;0;0;0;30;27;27;17;12;8;0;0;90;90;75;69;54;54;54;54;48;45;45;41;26;30;20;18;8;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-00690;17/03/2019;cuota fija;NOR;Consolidación de deudas;Digital;Lima Moderna;Departamento;671914;0;391000;0.5824;84;10.71;1;9.71;6432.63;1.0696;48;M;Divorciado/a;Dependiente público;8.9;6014.3;776;8;60341.02;0.8361;1;0;;;64.4;64;90;15;0.0781;Atraso severo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;90;79;72;71;62;53;49;42;42;37;24;11;3;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-00691;19/03/2019;cuota mixta;NOR;Construcción/Remodelación;Digital;Lima Centro;Departamento;480304;1;185000;0.3845;48;8.23;0;8.23;4536.39;1.509;49;M;Conviviente;Independiente formal;8.3;3006.2;789;4;32295.67;0.8953;2;0;26/02/2023;Cumplimiento de plazo;48;48;10;3;0;Atraso leve;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-00692;19/03/2019;cuota mixta;NOR;Consolidación de deudas;Digital;Trujillo;Casa;288070;1;90000;0.3141;36;13.08;0;13.08;3035.92;0.3875;42;M;Conviviente;Dependiente privado;12.4;7835.63;555;2;2124.33;0.0226;1;0;3/03/2022;Cumplimiento de plazo;36;36;30;10;0;Atraso leve;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;30;30;27;12;4;0;0;0;0;0;0;5;0;0;0;0;0;5;5;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-00693;19/03/2019;cuota fija;RYA;Consolidación de deudas;Digital;Lima Sur;Casa;238279;1;98000;0.4095;96;10.04;0.25;9.79;1476.2;0.7818;48;M;Casado/a;Independiente formal;6.5;1888.17;767;6;43715.76;1.9294;1;0;;;64.3;64;30;8;0;Atraso leve;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;29;27;15;11;2;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-00694;19/03/2019;cuota puente;NOR;Construcción/Remodelación;Digital;Callao;Terreno;145174;1;110000;0.7556;72;14.97;0.25;14.72;2309.26;0.2255;35;M;Conviviente;Empresario;11.3;10240.04;654;1;211755.99;1.7233;0;0;;;64.3;64;90;24;0.1094;Atraso severo;0;0;0;0;90;84;81;81;73;72;62;54;54;48;45;44;36;22;16;6;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;0;0;0;0;0;0;0;10;5;0;0;0;0;5;5;0;0;0;0;0;0;0;1;0;0;0;5;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-00695;19/03/2019;cuota mixta;NOR;Capital de trabajo;Digital;Lima Moderna;Local Comercial;108904;1;58000;0.5352;72;11.62;0.75;10.87;1100.12;0.2278;44;F;Conviviente;Independiente informal;24.1;4830.17;696;2;109289.14;1.8855;1;0;;;64.3;64;120;22;0.1562;Deteriorado;0;0;0;0;0;0;0;0;120;109;96;83;82;76;74;69;68;61;55;55;47;47;47;43;43;31;30;25;16;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-00696;20/03/2019;cuota mixta;NOR;Consolidación de deudas;Presencial;Lima Sur;Departamento;662759;1;479000;0.7228;84;13.12;0;13.12;8745.23;2.3257;45;M;Divorciado/a;Independiente formal;4.3;3760.3;713;8;10167.38;0.2253;1;0;;;64.3;64;10;2;0;Atraso leve;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-00697;20/03/2019;cuota fija;NOR;Libre disponibilidad;Digital;Lima Sur;Departamento;157089;0;38000;0.2398;108;13.32;0;13.32;605.65;0.1216;47;F;Casado/a;Dependiente privado;17.8;4980.42;563;8;89691.17;1.5007;1;0;;;64.3;64;120;54;0.3125;Deteriorado;0;0;0;120;107;95;95;86;81;76;62;49;42;41;37;37;27;30;120;120;108;102;101;101;100;100;92;82;78;65;59;56;51;51;51;60;45;34;21;13;60;58;54;53;43;38;38;36;29;23;20;14;3;0;0;0;1;0;0;10;1;0;0;10;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-00698;21/03/2019;cuota puente;NOR;Construcción/Remodelación;Digital;Lima Centro;Casa;362323;1;189000;0.5217;60;14.46;0;14.46;4442.9;1.1417;48;M;Soltero/a;Empresario;11.5;3891.42;489;5;85978.28;1.8412;2;0;15/01/2020;Refinanciamiento externo;10;60;90;39;0.0667;Atraso severo;1;0;0;0;5;0;0;30;24;20;18;18;16;11;6;0;0;0;30;30;24;13;0;0;0;0;0;0;0;0;60;51;42;34;34;32;25;21;19;17;12;11;11;10;8;0;0;0;0;5;1;0;1;0;90;79;71;71;56;46;41;41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-00699;23/03/2019;cuota fija;NOR;Construcción/Remodelación;Digital;Lima Este;Casa;209161;0;60000;0.2849;96;10.8;0;10.8;936.05;0.095;58;M;Conviviente;Dependiente privado;2.2;9854.52;707;6;97966.82;0.8284;3;0;;;64.2;64;10;6;0;Atraso leve;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;4;10;7;7;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-00700;23/03/2019;cuota puente;NOR;Consolidación de deudas;Digital;Lima Centro;Terreno;97395;0;53000;0.5414;36;15.03;0;15.03;1838.04;0.6385;47;M;Soltero/a;Dependiente privado;23.3;2878.68;595;6;9884.03;0.2861;1;0;7/03/2022;Cumplimiento de plazo;36;36;30;12;0;Atraso leve;0;0;0;0;5;0;5;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;5;0;0;30;30;22;15;14;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-00701;24/03/2019;cuota fija;RYA;Construcción/Remodelación;Digital;Otras Regiones;Terreno;80000;0;48000;0.5956;108;16.28;0;16.28;849.38;0.1804;54;M;Soltero/a;Dependiente privado;16.3;4708.54;639;8;49238.63;0.8714;1;0;;;64.2;64;60;7;0;Atraso moderado;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;46;31;25;14;13;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-00702;24/03/2019;cuota fija;NOR;Construcción/Remodelación;Digital;Lima Centro;Casa;813637;1;471000;0.5792;96;13.7;1;12.7;7837.39;0.5673;51;M;Soltero/a;Empresario;2.8;13815.96;633;6;240823.11;1.4526;1;0;;;64.2;64;30;8;0;Atraso leve;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;10;30;30;24;17;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-00703;24/03/2019;cuota puente;NOR;Adquisición de activos;Digital;Lima Norte;Local Comercial;257053;1;64000;0.2485;84;11.28;0;11.28;1105.28;0.211;41;M;Casado/a;Dependiente privado;24.8;5238.63;653;4;109264.53;1.7381;0;0;;;64.2;64;0;0;0;Al día;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-00704;24/03/2019;cuota fija;NOR;Construcción/Remodelación;Digital;Lima Este;Departamento;219371;1;90000;0.4122;24;12.66;0.25;12.41;4253.87;1.596;44;F;Soltero/a;Dependiente privado;1;2665.32;630;3;6766.56;0.2116;4;0;13/03/2021;Cumplimiento de plazo;24;24;10;2;0;Atraso leve;0;0;0;0;0;0;0;0;0;10;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-00705;25/03/2019;cuota puente;RYA;Capital de trabajo;Digital;Lima Sur;Casa;201015;1;113000;0.5619;72;14.1;0;14.1;2334.5;0.6492;34;M;Conviviente;Independiente informal;18.5;3595.98;618;5;56291.44;1.3045;2;0;;;64.1;64;90;16;0.0938;Atraso severo;0;0;0;0;0;10;0;0;0;0;0;0;0;0;10;6;0;0;0;0;0;0;0;0;0;0;0;1;0;0;90;89;74;74;62;62;51;47;33;27;14;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-00706;26/03/2019;cuota puente;RYA;Consolidación de deudas;Presencial;Lima Centro;Casa;371784;1;165000;0.445;84;9.96;0;9.96;2735.79;0.414;33;M;Conviviente;Empresario;11.4;6608.95;735;7;88073.15;1.1105;3;0;;;64.1;64;30;5;0;Atraso leve;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;17;16;15;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-00707;27/03/2019;cuota fija;NOR;Libre disponibilidad;Digital;Lima Norte;Departamento;96566;1;77000;0.7996;84;17.23;0;17.23;1583.81;0.3108;55;F;Casado/a;Independiente formal;24.2;5095.67;544;2;12102;0.1979;2;0;30/03/2024;Castigo / recuperación judicial;61;64;120;33;0.2031;Deteriorado;0;0;0;0;0;1;0;0;0;0;90;76;67;67;62;120;105;95;86;86;80;69;61;58;58;43;34;33;33;18;12;10;10;8;7;2;2;0;5;0;0;0;0;0;0;0;0;0;0;0;0;5;0;1;0;0;0;0;0;0;0;10;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-00708;27/03/2019;cuota fija;NOR;Construcción/Remodelación;Presencial;Lima Moderna;Casa;136688;1;56000;0.4088;36;12.32;0;12.32;1868.57;0.4785;48;F;Casado/a;Dependiente público;24;3904.78;593;5;55959.48;1.1943;1;1;11/03/2022;Cumplimiento de plazo;36;36;30;4;0;Atraso leve;0;0;0;0;0;0;0;30;17;5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-00709;31/03/2019;cuota puente;RYA;Consolidación de deudas;Digital;Lima Centro;Departamento;609950;0;256000;0.4203;60;11.68;0.5;11.18;5589.07;1.9011;48;M;Conviviente;Dependiente público;10.7;2939.89;629;5;40190.81;1.1392;3;0;4/03/2024;Cumplimiento de plazo;60;60;60;19;0;Atraso moderado;0;0;0;0;10;7;1;0;60;45;44;37;29;14;10;5;0;0;0;0;0;0;0;0;0;0;30;30;26;11;0;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-00710;31/03/2019;cuota fija;NOR;Capital de trabajo;Presencial;Lima Moderna;Local Comercial;442367;1;281000;0.635;36;15.92;0;15.92;9868.03;1.1729;35;M;Soltero/a;Independiente formal;18.6;8413.47;490;7;134383.86;1.331;2;0;15/03/2022;Cumplimiento de plazo;36;36;90;16;0.0278;Atraso severo;0;0;30;28;28;28;24;18;11;11;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;2;2;0;0;0;0;1;0;1;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-00711;31/03/2019;cuota fija;NOR;Consolidación de deudas;Presencial;Arequipa;Casa;287225;0;100000;0.3469;120;12.96;0;12.96;1490.75;0.4129;40;F;Casado/a;Independiente formal;0.6;3610.74;625;3;56772.63;1.3103;1;0;4/01/2024;Castigo / recuperación judicial;58;63;120;36;0.1429;Deteriorado;0;0;1;0;60;55;46;33;18;18;13;6;2;120;109;109;102;87;83;83;70;64;53;40;25;12;9;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;46;45;34;34;23;18;5;0;0;0;0;60;50;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-00712;1/04/2019;cuota puente;RYA;Construcción/Remodelación;Digital;Lima Norte;Casa;97557;0;81000;0.8348;36;16.22;0;16.22;2856.53;1.9413;36;F;Casado/a;Independiente formal;2.5;1471.45;598;1;32294.48;1.8289;4;0;16/03/2022;Cumplimiento de plazo;36;36;30;15;0;Atraso leve;0;0;0;1;10;1;0;0;0;1;0;0;0;10;30;19;19;7;3;0;0;0;0;0;0;0;0;1;5;0;0;10;0;0;0;5;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-00713;2/04/2019;cuota fija;NOR;Capital de trabajo;Digital;Lima Sur;Departamento;476009;1;298000;0.6265;36;11.84;1;10.84;9733.57;2.7626;40;M;Casado/a;Independiente informal;4.2;3523.36;726;4;28976.38;0.6853;3;0;17/03/2022;Cumplimiento de plazo;36;36;1;3;0;Atraso leve;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-00714;2/04/2019;cuota fija;NOR;Libre disponibilidad;Digital;Arequipa;Casa;388898;0;237000;0.6099;48;13.06;0;13.06;6365.18;1.7374;43;F;Soltero/a;Independiente informal;10;3663.62;653;6;17507.39;0.3982;2;1;13/09/2022;Refinanciamiento interno;42;48;120;30;0.25;Deteriorado;0;1;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;120;118;115;112;102;99;93;91;83;81;72;63;51;50;37;27;26;23;23;8;30;27;20;15;12;12;8;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-00715;4/04/2019;cuota fija;NOR;Capital de trabajo;Digital;Lima Centro;Departamento;371009;0;103000;0.2765;24;10.21;0;10.21;4762.92;1.6236;58;M;Soltero/a;Dependiente privado;6;2933.6;663;1;51478.43;1.4623;0;0;24/03/2021;Cumplimiento de plazo;24;24;0;0;0;Al día;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-00716;4/04/2019;cuota fija;NOR;Consolidación de deudas;Presencial;Lima Este;Departamento;403412;1;71000;0.1761;108;15.46;0.25;15.21;1210.53;0.2711;32;F;Casado/a;Dependiente privado;19.3;4465.45;530;2;87938.73;1.6411;2;0;;;63.8;63;60;26;0;Atraso moderado;0;0;0;0;0;10;1;0;0;0;0;0;0;0;60;56;47;32;24;19;6;0;0;0;0;0;5;1;5;0;5;5;0;60;58;44;41;41;41;32;32;30;18;9;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-00717;5/04/2019;cuota fija;NOR;Consolidación de deudas;Presencial;Arequipa;Departamento;189473;1;139000;0.7344;24;13.17;0;13.17;6619.42;1.0433;46;F;Soltero/a;Independiente formal;2.6;6344.71;702;2;81488.57;1.0703;1;0;25/03/2021;Cumplimiento de plazo;24;24;10;2;0;Atraso leve;0;0;0;0;0;0;0;0;0;0;0;0;10;3;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-00718;6/04/2019;cuota fija;NOR;Libre disponibilidad;Presencial;Lima Este;Casa;538389;1;158000;0.2926;84;9.84;0.25;9.59;2589.64;1.3765;22;F;Casado/a;Independiente formal;9.5;1881.27;740;8;7563.42;0.335;2;0;;;63.7;63;5;1;0;Atraso leve;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-00719;7/04/2019;cuota fija;NOR;Adquisición de activos;Digital;Lima Sur;Departamento;335081;0;170000;0.5068;84;13.55;0;13.55;3143.69;2.1745;59;M;Soltero/a;Independiente informal;24;1445.7;625;6;2482.28;0.1431;3;0;;;63.7;63;5;3;0;Atraso leve;0;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-00720;7/04/2019;cuota fija;NOR;Consolidación de deudas;Presencial;Lima Sur;Local Comercial;623179;1;116000;0.1868;36;15.17;0;15.17;4030.84;0.6886;44;M;Casado/a;Independiente formal;19.1;5853.65;529;3;10049.92;0.1431;3;0;22/03/2022;Cumplimiento de plazo;36;36;90;24;0.1389;Atraso severo;0;0;90;82;82;69;61;52;41;29;26;12;2;2;0;0;0;0;1;0;0;0;0;0;0;30;27;12;1;1;1;30;30;30;15;11;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGH-00721;8/04/2019;cuota mixta;RYA;Libre disponibilidad;Presencial;Cusco;Casa;495889;1;331000;0.6684;24;13.78;0.75;13.03;15741.01;2.0212;34;M;Soltero/a;Dependiente privado;3.6;7787.85;642;3;110202.6;1.1792;0;0;28/03/2021;Cumplimiento de plazo;24;24;30;6;0;Atraso leve;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;25;25;19;19;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
